"","Date","country","location","variable","value","dataSource","val.approx","USD_given","USD_interp"
"7162",2014-11-04,"Sierra Leone","KAMBIA",NA,NA,NA,15,3240000,123592891
"7163",2014-11-04,"Sierra Leone","PORT LOKO",NA,NA,NA,110.5,3240000,123592891
"7164",2014-11-04,"Sierra Leone","KENEMA",NA,NA,NA,10.5,3240000,123592891
"7165",2014-11-04,"Sierra Leone","KONO",NA,NA,NA,1,3240000,123592891
"7166",2014-11-04,"Sierra Leone","PUJEHUN",NA,NA,NA,1.5,3240000,123592891
"7167",2014-11-04,"Sierra Leone","BONTHE",NA,NA,NA,0,3240000,123592891
"7168",2014-11-04,"Sierra Leone","KAILAHUN",NA,NA,NA,5.5,3240000,123592891
"7169",2014-11-04,"Sierra Leone","BO",NA,NA,NA,18,3240000,123592891
"7170",2014-11-04,"Sierra Leone","MOYAMBA",NA,NA,NA,3,3240000,123592891
"7171",2014-11-04,"Sierra Leone","BOMBALI",NA,NA,NA,79,3240000,123592891
"7172",2014-11-04,"Sierra Leone","WESTERN RURAL",NA,NA,NA,80.5,3240000,123592891
"7173",2014-11-04,"Sierra Leone","KOINADUGU",NA,NA,NA,19.5,3240000,123592891
"7174",2014-11-04,"Sierra Leone","FREETOWN",NA,NA,NA,111.5,3240000,123592891
"7175",2014-11-05,"Guinea","YOMOU",NA,NA,NA,0,4841467,83281447
"7176",2014-11-05,"Guinea","BOFFA",NA,NA,NA,0,4841467,83281447
"7177",2014-11-05,"Guinea","KINDIA",NA,NA,NA,5.5,4841467,83281447
"7178",2014-11-05,"Guinea","KOUROUSSA",NA,NA,NA,1,4841467,83281447
"7179",2014-11-05,"Guinea","TELIMELE",NA,NA,NA,0,4841467,83281447
"7180",2014-11-05,"Guinea","MACENTA",NA,NA,NA,45.5,4841467,83281447
"7181",2014-11-05,"Guinea","PITA",NA,NA,NA,0,4841467,83281447
"7182",2014-11-05,"Guinea","BOKE",NA,NA,NA,0,4841467,83281447
"7183",2014-11-05,"Guinea","FARANAH",NA,NA,NA,0,4841467,83281447
"7184",2014-11-05,"Guinea","DALABA",NA,NA,NA,0,4841467,83281447
"7185",2014-11-05,"Guinea","CONAKRY",NA,NA,NA,12,4841467,83281447
"7186",2014-11-05,"Guinea","N'ZEREKORE",NA,NA,NA,11.5,4841467,83281447
"7187",2014-11-05,"Guinea","DINGUIRAYE",NA,NA,NA,0,4841467,83281447
"7188",2014-11-05,"Guinea","GUECKEDOU",NA,NA,NA,0.5,4841467,83281447
"7189",2014-11-05,"Guinea","KISSIDOUGO",NA,NA,NA,0,4841467,83281447
"7190",2014-11-05,"Guinea","COYAH",NA,NA,NA,1,4841467,83281447
"7191",2014-11-05,"Guinea","LOLA",NA,NA,NA,0,4841467,83281447
"7192",2014-11-05,"Guinea","SIGUIRI",NA,NA,NA,1,4841467,83281447
"7193",2014-11-05,"Guinea","BEYLA",NA,NA,NA,2,4841467,83281447
"7194",2014-11-05,"Guinea","KEROUANE",NA,NA,NA,8.5,4841467,83281447
"7195",2014-11-05,"Guinea","DABOLA",NA,NA,NA,0,4841467,83281447
"7196",2014-11-05,"Guinea","DUBREKA",NA,NA,NA,1,4841467,83281447
"7197",2014-11-05,"Guinea","FORECARIAH",NA,NA,NA,1.5,4841467,83281447
"7198",2014-11-05,"Guinea","KANKAN",NA,NA,NA,0,4841467,83281447
"7199",2014-11-05,"Liberia","MARGIBI",NA,NA,NA,23.5,11299150,396141770
"7200",2014-11-05,"Liberia","MONTSERRADO",NA,NA,NA,51.5,11299150,396141770
"7201",2014-11-05,"Liberia","NIMBA",NA,NA,NA,5.5,11299150,396141770
"7202",2014-11-05,"Liberia","BOMI",NA,NA,NA,1.5,11299150,396141770
"7203",2014-11-05,"Liberia","SINOE",NA,NA,NA,5,11299150,396141770
"7204",2014-11-05,"Liberia","BONG",NA,NA,NA,7,11299150,396141770
"7205",2014-11-05,"Liberia","GRAND GEDEH",NA,NA,NA,0,11299150,396141770
"7206",2014-11-05,"Liberia","MARYLAND",NA,NA,NA,0,11299150,396141770
"7207",2014-11-05,"Liberia","GRAND KRU",NA,NA,NA,0.5,11299150,396141770
"7208",2014-11-05,"Liberia","LOFA",NA,NA,NA,0,11299150,396141770
"7209",2014-11-05,"Liberia","GBARPOLU",NA,NA,NA,0,11299150,396141770
"7210",2014-11-05,"Liberia","RIVER GEE",NA,NA,NA,0,11299150,396141770
"7211",2014-11-05,"Liberia","RIVERCESS",NA,NA,NA,1,11299150,396141770
"7212",2014-11-05,"Liberia","GRAND BASSA",NA,NA,NA,3.5,11299150,396141770
"7213",2014-11-05,"Liberia","GRAND CAPE MOUNT",NA,NA,NA,2.5,11299150,396141770
"7214",2014-11-05,"Sierra Leone","KAILAHUN",NA,NA,NA,5.5,0,123592891
"7215",2014-11-05,"Sierra Leone","KAMBIA",NA,NA,NA,15,0,123592891
"7216",2014-11-05,"Sierra Leone","PUJEHUN",NA,NA,NA,1.5,0,123592891
"7217",2014-11-05,"Sierra Leone","PORT LOKO",NA,NA,NA,110.5,0,123592891
"7218",2014-11-05,"Sierra Leone","MOYAMBA",NA,NA,NA,3,0,123592891
"7219",2014-11-05,"Sierra Leone","BOMBALI",NA,NA,NA,79,0,123592891
"7220",2014-11-05,"Sierra Leone","KENEMA",NA,NA,NA,10.5,0,123592891
"7221",2014-11-05,"Sierra Leone","KONO",NA,NA,NA,1,0,123592891
"7222",2014-11-05,"Sierra Leone","TONKOLILI",NA,NA,NA,25.5,0,123592891
"7223",2014-11-05,"Sierra Leone","BO",NA,NA,NA,18,0,123592891
"7224",2014-11-05,"Sierra Leone","WESTERN RURAL",NA,NA,NA,80.5,0,123592891
"7225",2014-11-05,"Sierra Leone","BONTHE",NA,NA,NA,0,0,123592891
"7226",2014-11-05,"Sierra Leone","KOINADUGU",NA,NA,NA,19.5,0,123592891
"7227",2014-11-05,"Sierra Leone","FREETOWN",NA,NA,NA,111.5,0,123592891
"7228",2014-11-06,"Guinea","TELIMELE",NA,NA,NA,0,0,83281447
"7229",2014-11-06,"Guinea","DINGUIRAYE",NA,NA,NA,0,0,83281447
"7230",2014-11-06,"Guinea","MACENTA",NA,NA,NA,45.5,0,83281447
"7231",2014-11-06,"Guinea","KINDIA",NA,NA,NA,5.5,0,83281447
"7232",2014-11-06,"Guinea","GUECKEDOU",NA,NA,NA,0.5,0,83281447
"7233",2014-11-06,"Guinea","FARANAH",NA,NA,NA,0,0,83281447
"7234",2014-11-06,"Guinea","KEROUANE",NA,NA,NA,8.5,0,83281447
"7235",2014-11-06,"Guinea","KOUROUSSA",NA,NA,NA,1,0,83281447
"7236",2014-11-06,"Guinea","DABOLA",NA,NA,NA,0,0,83281447
"7237",2014-11-06,"Guinea","PITA",NA,NA,NA,0,0,83281447
"7238",2014-11-06,"Guinea","BOFFA",NA,NA,NA,0,0,83281447
"7239",2014-11-06,"Guinea","YOMOU",NA,NA,NA,0,0,83281447
"7240",2014-11-06,"Guinea","BOKE",NA,NA,NA,0,0,83281447
"7241",2014-11-06,"Guinea","COYAH",NA,NA,NA,1,0,83281447
"7242",2014-11-06,"Guinea","FORECARIAH",NA,NA,NA,1.5,0,83281447
"7243",2014-11-06,"Guinea","DALABA",NA,NA,NA,0,0,83281447
"7244",2014-11-06,"Guinea","SIGUIRI",NA,NA,NA,1,0,83281447
"7245",2014-11-06,"Guinea","BEYLA",NA,NA,NA,2,0,83281447
"7246",2014-11-06,"Guinea","KANKAN",NA,NA,NA,0,0,83281447
"7247",2014-11-06,"Guinea","KISSIDOUGO",NA,NA,NA,0,0,83281447
"7248",2014-11-06,"Guinea","CONAKRY",NA,NA,NA,12,0,83281447
"7249",2014-11-06,"Guinea","LOLA",NA,NA,NA,0,0,83281447
"7250",2014-11-06,"Guinea","N'ZEREKORE",NA,NA,NA,11.5,0,83281447
"7251",2014-11-06,"Guinea","DUBREKA",NA,NA,NA,1,0,83281447
"7252",2014-11-06,"Liberia","SINOE",NA,NA,NA,5,0,396141770
"7253",2014-11-06,"Liberia","RIVER GEE",NA,NA,NA,0,0,396141770
"7254",2014-11-06,"Liberia","NIMBA",NA,NA,NA,5.5,0,396141770
"7255",2014-11-06,"Liberia","MARYLAND",NA,NA,NA,0,0,396141770
"7256",2014-11-06,"Liberia","MARGIBI",NA,NA,NA,23.5,0,396141770
"7257",2014-11-06,"Liberia","BOMI",NA,NA,NA,1.5,0,396141770
"7258",2014-11-06,"Liberia","GBARPOLU",NA,NA,NA,0,0,396141770
"7259",2014-11-06,"Liberia","GRAND KRU",NA,NA,NA,0.5,0,396141770
"7260",2014-11-06,"Liberia","MONTSERRADO",NA,NA,NA,51.5,0,396141770
"7261",2014-11-06,"Liberia","GRAND GEDEH",NA,NA,NA,0,0,396141770
"7262",2014-11-06,"Liberia","BONG",NA,NA,NA,7,0,396141770
"7263",2014-11-06,"Liberia","RIVERCESS",NA,NA,NA,1,0,396141770
"7264",2014-11-06,"Liberia","LOFA",NA,NA,NA,0,0,396141770
"7265",2014-11-06,"Liberia","GRAND BASSA",NA,NA,NA,3.5,0,396141770
"7266",2014-11-06,"Liberia","GRAND CAPE MOUNT",NA,NA,NA,2.5,0,396141770
"7267",2014-11-06,"Sierra Leone","KAMBIA",NA,NA,NA,15,16160302,139753193
"7268",2014-11-06,"Sierra Leone","PUJEHUN",NA,NA,NA,1.5,16160302,139753193
"7269",2014-11-06,"Sierra Leone","BOMBALI",NA,NA,NA,79,16160302,139753193
"7270",2014-11-06,"Sierra Leone","KAILAHUN",NA,NA,NA,5.5,16160302,139753193
"7271",2014-11-06,"Sierra Leone","MOYAMBA",NA,NA,NA,3,16160302,139753193
"7272",2014-11-06,"Sierra Leone","KOINADUGU",NA,NA,NA,19.5,16160302,139753193
"7273",2014-11-06,"Sierra Leone","BONTHE",NA,NA,NA,0,16160302,139753193
"7274",2014-11-06,"Sierra Leone","FREETOWN",NA,NA,NA,111.5,16160302,139753193
"7275",2014-11-06,"Sierra Leone","WESTERN RURAL",NA,NA,NA,80.5,16160302,139753193
"7276",2014-11-06,"Sierra Leone","PORT LOKO",NA,NA,NA,110.5,16160302,139753193
"7277",2014-11-06,"Sierra Leone","KENEMA",NA,NA,NA,10.5,16160302,139753193
"7278",2014-11-06,"Sierra Leone","KONO",NA,NA,NA,1,16160302,139753193
"7279",2014-11-06,"Sierra Leone","TONKOLILI",NA,NA,NA,25.5,16160302,139753193
"7280",2014-11-06,"Sierra Leone","BO",NA,NA,NA,18,16160302,139753193
"7281",2014-11-07,"Guinea","PITA",NA,NA,NA,0,2570000,85851447
"7282",2014-11-07,"Guinea","YOMOU",NA,NA,NA,0,2570000,85851447
"7283",2014-11-07,"Guinea","GUECKEDOU",NA,NA,NA,0.5,2570000,85851447
"7284",2014-11-07,"Guinea","KOUROUSSA",NA,NA,NA,1,2570000,85851447
"7285",2014-11-07,"Guinea","DALABA",NA,NA,NA,0,2570000,85851447
"7286",2014-11-07,"Guinea","COYAH",NA,NA,NA,1,2570000,85851447
"7287",2014-11-07,"Guinea","DINGUIRAYE",NA,NA,NA,0,2570000,85851447
"7288",2014-11-07,"Guinea","DABOLA",NA,NA,NA,0,2570000,85851447
"7289",2014-11-07,"Guinea","MACENTA",NA,NA,NA,45.5,2570000,85851447
"7290",2014-11-07,"Guinea","BOFFA",NA,NA,NA,0,2570000,85851447
"7291",2014-11-07,"Guinea","BOKE",NA,NA,NA,0,2570000,85851447
"7292",2014-11-07,"Guinea","KEROUANE",NA,NA,NA,8.5,2570000,85851447
"7293",2014-11-07,"Guinea","TELIMELE",NA,NA,NA,0,2570000,85851447
"7294",2014-11-07,"Guinea","KINDIA",NA,NA,NA,5.5,2570000,85851447
"7295",2014-11-07,"Guinea","BEYLA",NA,NA,NA,2,2570000,85851447
"7296",2014-11-07,"Guinea","FARANAH",NA,NA,NA,0,2570000,85851447
"7297",2014-11-07,"Guinea","KISSIDOUGO",NA,NA,NA,0,2570000,85851447
"7298",2014-11-07,"Guinea","SIGUIRI",NA,NA,NA,1,2570000,85851447
"7299",2014-11-07,"Guinea","FORECARIAH",NA,NA,NA,1.5,2570000,85851447
"7300",2014-11-07,"Guinea","DUBREKA",NA,NA,NA,1,2570000,85851447
"7301",2014-11-07,"Guinea","KANKAN",NA,NA,NA,0,2570000,85851447
"7302",2014-11-07,"Guinea","LOLA",NA,NA,NA,0,2570000,85851447
"7303",2014-11-07,"Guinea","N'ZEREKORE",NA,NA,NA,11.5,2570000,85851447
"7304",2014-11-07,"Guinea","CONAKRY",NA,NA,NA,12,2570000,85851447
"7305",2014-11-07,"Liberia","MARYLAND",NA,NA,NA,0,4e+06,400141770
"7306",2014-11-07,"Liberia","SINOE",NA,NA,NA,5,4e+06,400141770
"7307",2014-11-07,"Liberia","GRAND CAPE MOUNT",NA,NA,NA,2.5,4e+06,400141770
"7308",2014-11-07,"Liberia","RIVER GEE",NA,NA,NA,0,4e+06,400141770
"7309",2014-11-07,"Liberia","GBARPOLU",NA,NA,NA,0,4e+06,400141770
"7310",2014-11-07,"Liberia","MARGIBI",NA,NA,NA,23.5,4e+06,400141770
"7311",2014-11-07,"Liberia","LOFA",NA,NA,NA,0,4e+06,400141770
"7312",2014-11-07,"Liberia","NIMBA",NA,NA,NA,5.5,4e+06,400141770
"7313",2014-11-07,"Liberia","GRAND BASSA",NA,NA,NA,3.5,4e+06,400141770
"7314",2014-11-07,"Liberia","MONTSERRADO",NA,NA,NA,51.5,4e+06,400141770
"7315",2014-11-07,"Liberia","GRAND GEDEH",NA,NA,NA,0,4e+06,400141770
"7316",2014-11-07,"Liberia","BONG",NA,NA,NA,7,4e+06,400141770
"7317",2014-11-07,"Liberia","RIVERCESS",NA,NA,NA,1,4e+06,400141770
"7318",2014-11-07,"Liberia","GRAND KRU",NA,NA,NA,0.5,4e+06,400141770
"7319",2014-11-07,"Liberia","BOMI",NA,NA,NA,1.5,4e+06,400141770
"7320",2014-11-07,"Sierra Leone","KAILAHUN",NA,NA,NA,5.5,1513241,141266434
"7321",2014-11-07,"Sierra Leone","BONTHE",NA,NA,NA,0,1513241,141266434
"7322",2014-11-07,"Sierra Leone","PUJEHUN",NA,NA,NA,1.5,1513241,141266434
"7323",2014-11-07,"Sierra Leone","WESTERN RURAL",NA,NA,NA,80.5,1513241,141266434
"7324",2014-11-07,"Sierra Leone","KAMBIA",NA,NA,NA,15,1513241,141266434
"7325",2014-11-07,"Sierra Leone","KENEMA",NA,NA,NA,10.5,1513241,141266434
"7326",2014-11-07,"Sierra Leone","KONO",NA,NA,NA,1,1513241,141266434
"7327",2014-11-07,"Sierra Leone","FREETOWN",NA,NA,NA,111.5,1513241,141266434
"7328",2014-11-07,"Sierra Leone","BO",NA,NA,NA,18,1513241,141266434
"7329",2014-11-07,"Sierra Leone","MOYAMBA",NA,NA,NA,3,1513241,141266434
"7330",2014-11-07,"Sierra Leone","PORT LOKO",NA,NA,NA,110.5,1513241,141266434
"7331",2014-11-07,"Sierra Leone","KOINADUGU",NA,NA,NA,19.5,1513241,141266434
"7332",2014-11-07,"Sierra Leone","BOMBALI",NA,NA,NA,79,1513241,141266434
"7333",2014-11-07,"Sierra Leone","TONKOLILI",NA,NA,NA,25.5,1513241,141266434
"7334",2014-11-08,"Guinea","KOUROUSSA",NA,NA,NA,1,0,85851447
"7335",2014-11-08,"Guinea","YOMOU",NA,NA,NA,0,0,85851447
"7336",2014-11-08,"Guinea","GUECKEDOU",NA,NA,NA,0.5,0,85851447
"7337",2014-11-08,"Guinea","TELIMELE",NA,NA,NA,0,0,85851447
"7338",2014-11-08,"Guinea","KEROUANE",NA,NA,NA,8.5,0,85851447
"7339",2014-11-08,"Guinea","DALABA",NA,NA,NA,0,0,85851447
"7340",2014-11-08,"Guinea","COYAH",NA,NA,NA,1,0,85851447
"7341",2014-11-08,"Guinea","BOFFA",NA,NA,NA,0,0,85851447
"7342",2014-11-08,"Guinea","DABOLA",NA,NA,NA,0,0,85851447
"7343",2014-11-08,"Guinea","DINGUIRAYE",NA,NA,NA,0,0,85851447
"7344",2014-11-08,"Guinea","FORECARIAH",NA,NA,NA,1.5,0,85851447
"7345",2014-11-08,"Guinea","MACENTA",NA,NA,NA,45.5,0,85851447
"7346",2014-11-08,"Guinea","SIGUIRI",NA,NA,NA,1,0,85851447
"7347",2014-11-08,"Guinea","CONAKRY",NA,NA,NA,12,0,85851447
"7348",2014-11-08,"Guinea","FARANAH",NA,NA,NA,0,0,85851447
"7349",2014-11-08,"Guinea","PITA",NA,NA,NA,0,0,85851447
"7350",2014-11-08,"Guinea","DUBREKA",NA,NA,NA,1,0,85851447
"7351",2014-11-08,"Guinea","KINDIA",NA,NA,NA,5.5,0,85851447
"7352",2014-11-08,"Guinea","BEYLA",NA,NA,NA,2,0,85851447
"7353",2014-11-08,"Guinea","KISSIDOUGO",NA,NA,NA,0,0,85851447
"7354",2014-11-08,"Guinea","KANKAN",NA,NA,NA,0,0,85851447
"7355",2014-11-08,"Guinea","N'ZEREKORE",NA,NA,NA,11.5,0,85851447
"7356",2014-11-08,"Guinea","BOKE",NA,NA,NA,0,0,85851447
"7357",2014-11-08,"Guinea","LOLA",NA,NA,NA,0,0,85851447
"7358",2014-11-08,"Liberia","RIVER GEE",NA,NA,NA,0,0,400141770
"7359",2014-11-08,"Liberia","GRAND KRU",NA,NA,NA,0.5,0,400141770
"7360",2014-11-08,"Liberia","GBARPOLU",NA,NA,NA,0,0,400141770
"7361",2014-11-08,"Liberia","MARYLAND",NA,NA,NA,0,0,400141770
"7362",2014-11-08,"Liberia","SINOE",NA,NA,NA,5,0,400141770
"7363",2014-11-08,"Liberia","MONTSERRADO",NA,NA,NA,51.5,0,400141770
"7364",2014-11-08,"Liberia","GRAND CAPE MOUNT",NA,NA,NA,2.5,0,400141770
"7365",2014-11-08,"Liberia","BOMI",NA,NA,NA,1.5,0,400141770
"7366",2014-11-08,"Liberia","LOFA",NA,NA,NA,0,0,400141770
"7367",2014-11-08,"Liberia","MARGIBI",NA,NA,NA,23.5,0,400141770
"7368",2014-11-08,"Liberia","GRAND GEDEH",NA,NA,NA,0,0,400141770
"7369",2014-11-08,"Liberia","GRAND BASSA",NA,NA,NA,3.5,0,400141770
"7370",2014-11-08,"Liberia","BONG",NA,NA,NA,7,0,400141770
"7371",2014-11-08,"Liberia","RIVERCESS",NA,NA,NA,1,0,400141770
"7372",2014-11-08,"Liberia","NIMBA",NA,NA,NA,5.5,0,400141770
"7373",2014-11-08,"Sierra Leone","KAILAHUN",NA,NA,NA,5.5,0,141266434
"7374",2014-11-08,"Sierra Leone","KONO",NA,NA,NA,1,0,141266434
"7375",2014-11-08,"Sierra Leone","KOINADUGU",NA,NA,NA,19.5,0,141266434
"7376",2014-11-08,"Sierra Leone","PUJEHUN",NA,NA,NA,1.5,0,141266434
"7377",2014-11-08,"Sierra Leone","PORT LOKO",NA,NA,NA,110.5,0,141266434
"7378",2014-11-08,"Sierra Leone","BO",NA,NA,NA,18,0,141266434
"7379",2014-11-08,"Sierra Leone","WESTERN RURAL",NA,NA,NA,80.5,0,141266434
"7380",2014-11-08,"Sierra Leone","FREETOWN",NA,NA,NA,111.5,0,141266434
"7381",2014-11-08,"Sierra Leone","BOMBALI",NA,NA,NA,79,0,141266434
"7382",2014-11-08,"Sierra Leone","TONKOLILI",NA,NA,NA,25.5,0,141266434
"7383",2014-11-08,"Sierra Leone","MOYAMBA",NA,NA,NA,3,0,141266434
"7384",2014-11-08,"Sierra Leone","KAMBIA",NA,NA,NA,15,0,141266434
"7385",2014-11-08,"Sierra Leone","KENEMA",NA,NA,NA,10.5,0,141266434
"7386",2014-11-08,"Sierra Leone","BONTHE",NA,NA,NA,0,0,141266434
"7387",2014-11-09,"Guinea","YOMOU","CASES",0,"Situation report",0,0,85851447
"7388",2014-11-09,"Guinea","SIGUIRI","CASES",3,"Situation report",3.5,0,85851447
"7389",2014-11-09,"Guinea","KOUROUSSA","CASES",0,"Situation report",0,0,85851447
"7390",2014-11-09,"Guinea","KEROUANE","CASES",30,"Situation report",28.5,0,85851447
"7391",2014-11-09,"Guinea","KISSIDOUGO","CASES",1,"Situation report",1,0,85851447
"7392",2014-11-09,"Guinea","KEROUANE","CASES",27,"Patient database",28.5,0,85851447
"7393",2014-11-09,"Guinea","DABOLA","CASES",0,"Situation report",0,0,85851447
"7394",2014-11-09,"Guinea","GUECKEDOU","CASES",4,"Patient database",2.5,0,85851447
"7395",2014-11-09,"Guinea","BEYLA","CASES",16,"Patient database",15,0,85851447
"7396",2014-11-09,"Guinea","FORECARIAH","CASES",3,"Situation report",3,0,85851447
"7397",2014-11-09,"Guinea","MACENTA","CASES",33,"Situation report",32,0,85851447
"7398",2014-11-09,"Guinea","BEYLA","CASES",14,"Situation report",15,0,85851447
"7399",2014-11-09,"Guinea","DINGUIRAYE","CASES",0,"Situation report",0,0,85851447
"7400",2014-11-09,"Guinea","GUECKEDOU","CASES",1,"Situation report",2.5,0,85851447
"7401",2014-11-09,"Guinea","TELIMELE","CASES",0,"Situation report",0,0,85851447
"7402",2014-11-09,"Guinea","DUBREKA","CASES",0,"Situation report",0,0,85851447
"7403",2014-11-09,"Guinea","BOFFA","CASES",0,"Situation report",0,0,85851447
"7404",2014-11-09,"Guinea","FORECARIAH","CASES",3,"Patient database",3,0,85851447
"7405",2014-11-09,"Guinea","LOLA","CASES",0,"Situation report",0,0,85851447
"7406",2014-11-09,"Guinea","PITA","CASES",0,"Situation report",0,0,85851447
"7407",2014-11-09,"Guinea","MACENTA","CASES",31,"Patient database",32,0,85851447
"7408",2014-11-09,"Guinea","KISSIDOUGO","CASES",1,"Patient database",1,0,85851447
"7409",2014-11-09,"Guinea","KINDIA","CASES",2,"Patient database",3,0,85851447
"7410",2014-11-09,"Guinea","COYAH","CASES",7,"Patient database",6.5,0,85851447
"7411",2014-11-09,"Guinea","KINDIA","CASES",4,"Situation report",3,0,85851447
"7412",2014-11-09,"Guinea","CONAKRY","CASES",20,"Patient database",19,0,85851447
"7413",2014-11-09,"Guinea","KANKAN","CASES",2,"Patient database",2,0,85851447
"7414",2014-11-09,"Guinea","BOKE","CASES",0,"Situation report",0,0,85851447
"7415",2014-11-09,"Guinea","FARANAH","CASES",12,"Patient database",11,0,85851447
"7416",2014-11-09,"Guinea","N'ZEREKORE","CASES",24,"Patient database",23.5,0,85851447
"7417",2014-11-09,"Guinea","KANKAN","CASES",2,"Situation report",2,0,85851447
"7418",2014-11-09,"Guinea","DALABA","CASES",0,"Situation report",0,0,85851447
"7419",2014-11-09,"Guinea","CONAKRY","CASES",18,"Situation report",19,0,85851447
"7420",2014-11-09,"Guinea","SIGUIRI","CASES",4,"Patient database",3.5,0,85851447
"7421",2014-11-09,"Guinea","FARANAH","CASES",10,"Situation report",11,0,85851447
"7422",2014-11-09,"Guinea","N'ZEREKORE","CASES",23,"Situation report",23.5,0,85851447
"7423",2014-11-09,"Guinea","COYAH","CASES",6,"Situation report",6.5,0,85851447
"7424",2014-11-09,"Liberia","MONTSERRADO","CASES",48,"Situation report",44.5,0,400141770
"7425",2014-11-09,"Liberia","BOMI","CASES",14,"Patient database",7,0,400141770
"7426",2014-11-09,"Liberia","LOFA","CASES",0,"Situation report",0.5,0,400141770
"7427",2014-11-09,"Liberia","GRAND CAPE MOUNT","CASES",19,"Situation report",10,0,400141770
"7428",2014-11-09,"Liberia","MONTSERRADO","CASES",41,"Patient database",44.5,0,400141770
"7429",2014-11-09,"Liberia","GRAND GEDEH","CASES",0,"Situation report",0,0,400141770
"7430",2014-11-09,"Liberia","BOMI","CASES",0,"Situation report",7,0,400141770
"7431",2014-11-09,"Liberia","SINOE","CASES",0,"Situation report",0,0,400141770
"7432",2014-11-09,"Liberia","LOFA","CASES",1,"Patient database",0.5,0,400141770
"7433",2014-11-09,"Liberia","NIMBA","CASES",2,"Patient database",2,0,400141770
"7434",2014-11-09,"Liberia","RIVERCESS","CASES",21,"Patient database",16,0,400141770
"7435",2014-11-09,"Liberia","GBARPOLU","CASES",0,"Situation report",0,0,400141770
"7436",2014-11-09,"Liberia","MARGIBI","CASES",14,"Situation report",8,0,400141770
"7437",2014-11-09,"Liberia","GRAND BASSA","CASES",5,"Situation report",5,0,400141770
"7438",2014-11-09,"Liberia","NIMBA","CASES",2,"Situation report",2,0,400141770
"7439",2014-11-09,"Liberia","MARYLAND","CASES",0,"Situation report",0,0,400141770
"7440",2014-11-09,"Liberia","GRAND CAPE MOUNT","CASES",1,"Patient database",10,0,400141770
"7441",2014-11-09,"Liberia","RIVER GEE","CASES",0,"Situation report",0,0,400141770
"7442",2014-11-09,"Liberia","GRAND BASSA","CASES",5,"Patient database",5,0,400141770
"7443",2014-11-09,"Liberia","RIVERCESS","CASES",11,"Situation report",16,0,400141770
"7444",2014-11-09,"Liberia","MARGIBI","CASES",2,"Patient database",8,0,400141770
"7445",2014-11-09,"Liberia","GRAND KRU","CASES",1,"Patient database",1,0,400141770
"7446",2014-11-09,"Liberia","GRAND KRU","CASES",1,"Situation report",1,0,400141770
"7447",2014-11-09,"Liberia","BONG","CASES",3,"Situation report",3,0,400141770
"7448",2014-11-09,"Sierra Leone","FREETOWN","CASES",77,"Situation report",46.5,0,141266434
"7449",2014-11-09,"Sierra Leone","KONO","CASES",6,"Patient database",6.5,0,141266434
"7450",2014-11-09,"Sierra Leone","MOYAMBA","CASES",41,"Situation report",23,0,141266434
"7451",2014-11-09,"Sierra Leone","FREETOWN","CASES",16,"Patient database",46.5,0,141266434
"7452",2014-11-09,"Sierra Leone","PORT LOKO","CASES",186,"Patient database",121,0,141266434
"7453",2014-11-09,"Sierra Leone","KAMBIA","CASES",6,"Situation report",5,0,141266434
"7454",2014-11-09,"Sierra Leone","MOYAMBA","CASES",5,"Patient database",23,0,141266434
"7455",2014-11-09,"Sierra Leone","PUJEHUN","CASES",0,"Situation report",0,0,141266434
"7456",2014-11-09,"Sierra Leone","KENEMA","CASES",1,"Patient database",0.5,0,141266434
"7457",2014-11-09,"Sierra Leone","KONO","CASES",7,"Situation report",6.5,0,141266434
"7458",2014-11-09,"Sierra Leone","PORT LOKO","CASES",56,"Situation report",121,0,141266434
"7459",2014-11-09,"Sierra Leone","KAMBIA","CASES",4,"Patient database",5,0,141266434
"7460",2014-11-09,"Sierra Leone","BOMBALI","CASES",69,"Situation report",55,0,141266434
"7461",2014-11-09,"Sierra Leone","KOINADUGU","CASES",25,"Situation report",22,0,141266434
"7462",2014-11-09,"Sierra Leone","BO","CASES",33,"Patient database",22.5,0,141266434
"7463",2014-11-09,"Sierra Leone","KAILAHUN","CASES",3,"Situation report",3,0,141266434
"7464",2014-11-09,"Sierra Leone","KENEMA","CASES",0,"Situation report",0.5,0,141266434
"7465",2014-11-09,"Sierra Leone","BONTHE","CASES",0,"Situation report",0,0,141266434
"7466",2014-11-09,"Sierra Leone","WESTERN RURAL","CASES",11,"Patient database",40,0,141266434
"7467",2014-11-09,"Sierra Leone","BO","CASES",12,"Situation report",22.5,0,141266434
"7468",2014-11-09,"Sierra Leone","BOMBALI","CASES",41,"Patient database",55,0,141266434
"7469",2014-11-09,"Sierra Leone","KOINADUGU","CASES",19,"Patient database",22,0,141266434
"7470",2014-11-09,"Sierra Leone","TONKOLILI","CASES",32,"Patient database",44,0,141266434
"7471",2014-11-09,"Sierra Leone","TONKOLILI","CASES",56,"Situation report",44,0,141266434
"7472",2014-11-09,"Sierra Leone","WESTERN RURAL","CASES",69,"Situation report",40,0,141266434
"7473",2014-11-10,"Guinea","KOUROUSSA",NA,NA,NA,0,0,85851447
"7474",2014-11-10,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,85851447
"7475",2014-11-10,"Guinea","GUECKEDOU",NA,NA,NA,2.5,0,85851447
